label,count,percentage
LOCATION,281956,40.4483872633687
PERSON,129591,18.590655825189792
DATE,120099,17.22896786003248
ORGANIZATION,111897,16.052338625917404
TIME,53268,7.641634484618607
EMAIL,30,0.004303691419586961
PHONE,30,0.004303691419586961
CREDIT_CARD,30,0.004303691419586961
IP_ADDRESS,30,0.004303691419586961
MONEY,30,0.004303691419586961
URL_TOKEN,30,0.004303691419586961
ID,30,0.004303691419586961
PASSPORT,30,0.004303691419586961
PERCENT,25,0.003586409516322467
